"DeployID","Ptt","DepthSensor","Source","Instr","Day","Time","LocationQuality","Latitude","Longitude","Depth","DRange","Temperature","TRange","Activity","ARange","Date","original"
"ZcTag090_DUML",180762,1,"Transmission","Mk10","29-Jul-2019","15:40:00",NA,NA,NA,404,35,NA,NA,NA,NA,1564414800,"portal"
"ZcTag090_DUML",180762,1,"Transmission","Mk10","29-Jul-2019","15:45:00",NA,NA,NA,288,33.5,NA,NA,NA,NA,1564415100,"portal"
"ZcTag090_DUML",180762,1,"Transmission","Mk10","29-Jul-2019","15:50:00",NA,NA,NA,101,16,NA,NA,NA,NA,1564415400,"portal"
"ZcTag090_DUML",180762,1,"Transmission","Mk10","29-Jul-2019","15:55:00",NA,NA,NA,130,17,NA,NA,NA,NA,1564415700,"portal"
"ZcTag090_DUML",180762,1,"Transmission","Mk10","29-Jul-2019","16:00:00",NA,NA,NA,378,58,NA,NA,NA,NA,1564416000,"portal"
"ZcTag090_DUML",180762,1,"Transmission","Mk10","29-Jul-2019","16:05:00",NA,NA,NA,378,58,NA,NA,NA,NA,1564416300,"portal"
"ZcTag090_DUML",180762,1,"Transmission","Mk10","29-Jul-2019","16:10:00",NA,NA,NA,189,29,NA,NA,NA,NA,1564416600,"portal"
"ZcTag090_DUML",180762,1,"Transmission","Mk10","29-Jul-2019","16:15:00",NA,NA,NA,14,14,NA,NA,NA,NA,1564416900,"portal"
"ZcTag090_DUML",180762,1,"Transmission","Mk10","29-Jul-2019","16:20:00",NA,NA,NA,378,58,NA,NA,NA,NA,1564417200,"portal"
"ZcTag090_DUML",180762,1,"Transmission","Mk10","29-Jul-2019","16:25:00",NA,NA,NA,378,58,NA,NA,NA,NA,1564417500,"portal"
"ZcTag090_DUML",180762,1,"Transmission","Mk10","29-Jul-2019","16:30:00",NA,NA,NA,378,58,NA,NA,NA,NA,1564417800,"portal"
"ZcTag090_DUML",180762,1,"Transmission","Mk10","29-Jul-2019","16:35:00",NA,NA,NA,40,14.5,NA,NA,NA,NA,1564418100,"portal"
"ZcTag090_DUML",180762,1,"Transmission","Mk10","29-Jul-2019","16:40:00",NA,NA,NA,94,14.5,NA,NA,NA,NA,1564418400,"portal"
"ZcTag090_DUML",180762,1,"Transmission","Mk10","29-Jul-2019","16:45:00",NA,NA,NA,593,59.5,NA,NA,NA,NA,1564418700,"portal"
